iso_time,elapsed_s,gpu0_mem_used_mib,gpu0_util_pct,gpu_others_mem_mib,target_rss_mib,target_vmhwm_mib,host_load1,cpu_cores_busy
2026-08-12T09:37:40Z,452,9839,34,850,44259,44261,5.87,1.2
2026-08-12T09:37:50Z,462,9839,38,850,44260,44261,5.12,1.4
2026-08-12T09:38:00Z,472,9839,34,850,44260,44262,4.49,1.4
2026-08-12T09:38:10Z,482,9839,50,850,44260,44262,3.95,1.2
2026-08-12T09:38:21Z,492,9839,37,850,44261,44262,3.50,1.3
2026-08-12T09:38:31Z,503,9839,37,850,44261,44262,3.11,1.3
2026-08-12T09:38:41Z,513,9839,33,850,44261,44262,2.79,1.2
2026-08-12T09:38:51Z,523,9839,16,850,44264,44264,2.51,1.4
2026-08-12T09:39:02Z,533,9839,38,850,44262,44264,2.28,1.3
2026-08-12T09:39:12Z,544,9839,41,850,44263,44264,2.08,1.3
2026-08-12T09:39:22Z,554,9839,32,850,44263,44264,2.16,1.2
2026-08-12T09:39:32Z,564,9839,30,850,44263,44265,1.98,1.3
2026-08-12T09:39:42Z,574,9839,37,850,44264,44265,1.83,1.4
2026-08-12T09:39:53Z,584,9839,0,850,20215,44533,1.62,1.8
2026-08-12T09:40:03Z,595,9839,39,850,26553,44533,1.53,6.8
2026-08-12T09:40:13Z,605,9839,36,850,26555,44533,1.45,1.3
2026-08-12T09:40:23Z,615,9839,19,850,26555,44533,1.38,1.3
2026-08-12T09:40:34Z,625,9839,38,850,26555,44533,1.32,1.2
2026-08-12T09:40:44Z,636,9839,40,850,26555,44533,1.27,1.2
2026-08-12T09:40:54Z,646,9839,38,850,26555,44533,1.23,1.2
2026-08-12T09:41:04Z,656,9839,32,850,26555,44533,1.19,1.3
2026-08-12T09:41:14Z,666,9839,38,850,26555,44533,1.16,1.2
2026-08-12T09:41:25Z,676,9839,30,850,18840,44533,3.62,7.6
2026-08-12T09:41:35Z,687,9839,32,850,18840,44533,5.50,23.6
2026-08-12T09:41:45Z,697,9839,31,850,18841,44533,4.81,25.9
2026-08-12T09:41:55Z,707,9839,31,850,18842,44533,8.99,25.8
2026-08-12T09:42:06Z,717,9839,27,850,18843,44533,12.53,25.8
2026-08-12T09:42:16Z,728,9839,31,850,18843,44533,13.24,23.5
2026-08-12T09:42:26Z,738,9839,30,850,18846,44533,16.12,25.7
2026-08-12T09:42:36Z,748,9839,30,850,18846,44533,18.56,25.9
2026-08-12T09:42:47Z,758,9839,33,850,18847,44533,21.62,26.8
2026-08-12T09:42:58Z,769,9839,32,850,18851,44533,23.22,24.9
2026-08-12T09:43:08Z,780,9839,32,850,18850,44533,24.57,23.6
2026-08-12T09:43:18Z,790,9839,32,850,18851,44533,25.71,25.7
2026-08-12T09:43:28Z,800,9839,31,850,18852,44533,21.91,26.2
2026-08-12T09:43:39Z,810,9839,31,850,18854,44533,23.46,25.9
2026-08-12T09:43:49Z,821,9839,32,850,18857,44533,24.78,23.5
2026-08-12T09:43:59Z,831,9839,30,850,18858,44533,23.60,25.9
2026-08-12T09:44:09Z,841,9839,33,850,18857,44533,24.89,25.9
2026-08-12T09:44:20Z,851,9839,2,850,18858,44533,23.50,16.2
2026-08-12T09:44:30Z,862,9839,2,850,18858,44533,21.08,5.7
2026-08-12T09:44:40Z,872,9839,2,850,18858,44533,18.95,6.2
2026-08-12T09:44:50Z,882,9839,2,850,18858,44533,16.19,6.3
2026-08-12T09:45:00Z,892,9839,2,850,18858,44533,18.62,6.5
2026-08-12T09:45:11Z,902,9839,2,850,18858,44533,16.87,6.5
2026-08-12T09:45:21Z,913,9839,2,850,18858,44533,14.43,5.9
2026-08-12T09:45:31Z,923,9839,41,850,18956,44533,12.37,5.9
2026-08-12T09:45:41Z,933,9839,38,850,18956,44533,10.62,1.0
2026-08-12T09:45:52Z,943,9839,0,850,22403,44533,9.14,6.7
2026-08-12T09:46:02Z,954,9839,0,850,39563,44533,10.17,8.7
2026-08-12T09:46:12Z,964,9839,38,850,44869,44869,10.32,3.3
2026-08-12T09:46:22Z,974,9839,37,850,44868,44869,8.89,1.2
2026-08-12T09:46:33Z,984,9839,33,850,44868,44870,7.67,1.3
2026-08-12T09:46:43Z,995,9839,30,850,44868,44870,6.65,1.3
2026-08-12T09:46:53Z,1005,9839,26,850,44868,44870,5.78,1.2
2026-08-12T09:47:03Z,1015,9839,38,850,44868,44870,5.04,1.2
2026-08-12T09:47:14Z,1025,9839,29,850,44868,44870,4.42,1.4
2026-08-12T09:47:24Z,1036,9839,33,850,44868,44870,3.89,1.3
2026-08-12T09:47:34Z,1046,9839,40,850,44868,44870,3.45,1.2
2026-08-12T09:47:44Z,1056,9839,38,850,44868,44870,3.07,1.3
2026-08-12T09:47:54Z,1066,9839,35,850,44868,44870,2.75,1.4
2026-08-12T09:48:05Z,1076,9839,37,850,44868,44870,2.48,1.2
2026-08-12T09:48:15Z,1087,9839,29,850,44868,44870,2.25,1.2
2026-08-12T09:48:25Z,1097,9839,39,850,44868,44870,2.06,1.4
2026-08-12T09:48:35Z,1107,9839,37,850,44868,44870,1.90,1.2
2026-08-12T09:48:45Z,1117,9839,20,850,44868,44870,1.76,1.4
2026-08-12T09:48:56Z,1128,9839,36,850,44868,44870,1.64,1.2
2026-08-12T09:49:06Z,1138,9839,0,850,25489,45137,2.58,3.0
2026-08-12T09:49:16Z,1148,9839,39,850,32536,45137,2.34,6.6
2026-08-12T09:49:26Z,1158,9839,37,850,32536,45137,2.13,1.2
2026-08-12T09:49:37Z,1168,9839,33,850,32536,45137,1.96,1.3
2026-08-12T09:49:47Z,1179,9839,38,850,32537,45137,1.81,1.1
2026-08-12T09:49:57Z,1189,9839,38,850,32537,45137,1.76,1.3
2026-08-12T09:50:07Z,1199,9839,37,850,32537,45137,1.67,1.3
2026-08-12T09:50:17Z,1209,9839,36,850,32537,45137,1.57,1.2
2026-08-12T09:50:28Z,1220,9839,40,850,32537,45137,1.48,1.2
2026-08-12T09:50:38Z,1230,9839,30,850,23521,45137,3.25,13.1
2026-08-12T09:50:48Z,1240,9839,25,850,23522,45137,7.08,25.7
2026-08-12T09:50:58Z,1250,9839,30,850,23524,45137,10.91,25.8
2026-08-12T09:51:09Z,1260,9839,32,850,23525,45137,14.15,25.6
2026-08-12T09:51:19Z,1271,9839,25,850,23528,45137,14.76,23.0
2026-08-12T09:51:29Z,1281,9839,30,850,23530,45137,17.41,25.8
2026-08-12T09:51:41Z,1292,9839,31,850,23529,45137,19.66,26.6
2026-08-12T09:51:51Z,1303,9839,31,850,23530,45137,19.07,23.3
2026-08-12T09:52:01Z,1313,9839,32,850,23532,45137,21.06,25.6
2026-08-12T09:52:11Z,1323,9839,31,850,23533,45137,22.74,25.7
2026-08-12T09:52:22Z,1333,9839,27,850,23535,45137,24.17,25.7
2026-08-12T09:52:32Z,1344,9839,31,850,23538,45137,23.09,23.3
2026-08-12T09:52:42Z,1354,9839,31,850,23537,45137,22.17,25.8
2026-08-12T09:52:52Z,1364,9839,27,850,23539,45137,24.43,25.6
2026-08-12T09:53:02Z,1374,9839,30,850,23543,45137,25.59,25.9
2026-08-12T09:53:13Z,1384,9839,30,850,23543,45137,24.30,25.6
2026-08-12T09:53:23Z,1395,9839,25,850,23546,45137,25.48,23.6
2026-08-12T09:53:33Z,1405,9839,2,850,23545,45137,21.72,13.0
2026-08-12T09:53:43Z,1415,9839,2,850,23545,45137,18.53,6.3
2026-08-12T09:53:54Z,1425,9839,2,850,23545,45137,18.12,6.3
2026-08-12T09:54:04Z,1436,9839,3,850,23545,45137,15.49,5.9
2026-08-12T09:54:14Z,1446,9839,2,850,23545,45137,14.30,6.2
2026-08-12T09:54:24Z,1456,9839,3,850,23545,45137,12.25,6.5
2026-08-12T09:54:34Z,1466,9839,2,850,23545,45137,10.52,6.8
2026-08-12T09:54:45Z,1477,9839,41,850,23558,45137,11.34,4.5
2026-08-12T09:54:55Z,1487,9839,40,850,23558,45137,9.75,1.0
2026-08-12T09:55:05Z,1497,9839,37,850,30914,45137,8.49,8.8
2026-08-12T09:55:15Z,1507,9839,37,850,45700,45700,9.62,9.5
2026-08-12T09:55:26Z,1517,9839,36,850,45702,45702,8.29,1.4
2026-08-12T09:55:36Z,1528,9839,35,850,45702,45704,7.17,1.3
2026-08-12T09:55:46Z,1538,9839,18,850,45702,45704,6.22,1.1
2026-08-12T09:55:56Z,1548,9839,34,850,45702,45704,5.42,1.3
2026-08-12T09:56:06Z,1558,9839,28,850,45702,45704,4.74,1.4
2026-08-12T09:56:17Z,1569,9839,38,850,45702,45704,4.16,1.1
2026-08-12T09:56:27Z,1579,9839,40,850,45702,45704,3.68,1.3
2026-08-12T09:56:37Z,1589,9839,35,850,45702,45704,3.16,1.4
2026-08-12T09:56:48Z,1599,9839,41,850,45702,45704,2.83,1.2
2026-08-12T09:56:58Z,1610,9839,37,850,45702,45704,2.55,1.2
2026-08-12T09:57:08Z,1620,9839,35,850,45702,45704,2.31,1.4
2026-08-12T09:57:18Z,1630,9839,32,850,45702,45704,2.11,1.4
2026-08-12T09:57:28Z,1640,9839,42,850,45702,45704,1.94,1.2
2026-08-12T09:57:39Z,1650,9839,38,850,45702,45704,1.79,1.3
2026-08-12T09:57:49Z,1661,9839,36,850,45702,45704,1.67,1.3
2026-08-12T09:57:59Z,1671,9839,28,850,45702,45704,1.57,1.2
2026-08-12T09:58:09Z,1681,9839,36,850,45702,45704,1.48,1.3
2026-08-12T09:58:20Z,1691,9839,41,850,31207,45704,1.41,6.2
2026-08-12T09:58:30Z,1702,9839,34,850,34827,45704,1.34,3.1
2026-08-12T09:58:40Z,1712,9839,41,850,34829,45704,1.29,1.3
2026-08-12T09:58:50Z,1722,9839,38,850,34830,45704,1.24,1.3
2026-08-12T09:59:00Z,1732,9839,34,850,34831,45704,1.21,1.2
2026-08-12T09:59:11Z,1742,9839,33,850,34832,45704,1.17,1.3
2026-08-12T09:59:21Z,1753,9839,38,850,34833,45704,1.15,1.1
2026-08-12T09:59:31Z,1763,9839,38,850,34835,45704,1.12,1.3
2026-08-12T09:59:41Z,1773,9839,30,850,34835,45704,1.10,1.2
2026-08-12T09:59:51Z,1783,9839,30,850,27605,45704,1.09,20.7
2026-08-12T10:00:02Z,1793,9839,30,850,27605,45704,3.36,25.7
2026-08-12T10:00:12Z,1804,9839,29,850,27607,45704,5.48,23.4
2026-08-12T10:00:22Z,1814,9839,31,850,27606,45704,7.27,26.0
2026-08-12T10:00:32Z,1824,9839,30,850,27607,45704,12.83,26.0
2026-08-12T10:00:43Z,1834,9839,30,850,27608,45704,13.49,25.6
2026-08-12T10:00:53Z,1845,9839,30,850,27608,45704,16.34,23.5
2026-08-12T10:01:03Z,1855,9839,31,850,27609,45704,18.75,25.7
2026-08-12T10:01:13Z,1865,9839,30,850,27609,45704,20.79,25.7
2026-08-12T10:01:23Z,1875,9839,30,850,27609,45704,22.51,25.6
2026-08-12T10:01:34Z,1885,9839,27,850,27609,45704,23.97,25.5
2026-08-12T10:01:44Z,1896,9839,31,850,27609,45704,25.20,23.4
2026-08-12T10:01:54Z,1906,9839,31,850,27611,45704,26.25,25.7
2026-08-12T10:02:04Z,1916,9839,30,850,27609,45704,27.13,25.7
2026-08-12T10:02:15Z,1926,9839,31,850,27609,45704,27.88,25.8
2026-08-12T10:02:25Z,1937,9839,29,850,27609,45704,28.52,23.4
2026-08-12T10:02:35Z,1947,9839,31,850,27609,45704,29.05,25.7
2026-08-12T10:02:45Z,1957,9839,2,850,27609,45704,24.74,8.9
2026-08-12T10:02:55Z,1967,9839,2,850,27609,45704,23.65,6.2
2026-08-12T10:03:06Z,1978,9839,2,850,27609,45704,20.33,5.9
2026-08-12T10:03:16Z,1988,9839,2,850,27609,45704,19.84,6.2
2026-08-12T10:03:26Z,1998,9839,2,850,27609,45704,16.94,6.5
2026-08-12T10:03:36Z,2008,9839,2,850,27609,45704,15.45,6.5
2026-08-12T10:03:47Z,2018,9839,2,850,27609,45704,14.27,6.8
2026-08-12T10:03:57Z,2029,9839,37,850,27647,45704,12.23,3.4
2026-08-12T10:04:07Z,2039,9839,39,850,27647,45704,10.50,1.0
2026-08-12T10:04:17Z,2049,9839,0,850,35108,45704,13.24,9.4
2026-08-12T10:04:28Z,2059,9839,42,850,47752,47752,11.36,8.6
2026-08-12T10:04:38Z,2070,9839,36,850,47752,47752,9.84,1.2
2026-08-12T10:04:48Z,2080,9839,39,850,47752,47752,8.48,1.4
2026-08-12T10:04:58Z,2090,9839,14,850,47752,47752,7.33,1.3
2026-08-12T10:05:08Z,2100,9839,35,850,47752,47752,6.43,1.2
2026-08-12T10:05:19Z,2111,9839,31,850,47752,47754,5.59,1.3
2026-08-12T10:05:29Z,2121,9839,26,850,47752,47754,4.89,1.4
2026-08-12T10:05:39Z,2131,9839,37,850,47752,47754,4.29,1.2
2026-08-12T10:05:49Z,2141,9839,35,850,47752,47754,3.78,1.3
2026-08-12T10:06:00Z,2151,9839,38,850,47752,47754,3.35,1.4
2026-08-12T10:06:10Z,2162,9839,32,850,47752,47754,2.99,1.2
2026-08-12T10:06:20Z,2172,9839,15,850,47752,47754,2.69,1.2
2026-08-12T10:06:30Z,2182,9839,31,850,47752,47754,2.43,1.3
2026-08-12T10:06:41Z,2192,9839,38,850,47752,47754,2.21,1.4
2026-08-12T10:06:51Z,2203,9839,39,850,47752,47754,2.02,1.0
2026-08-12T10:07:01Z,2213,9839,37,850,47752,47754,4.15,1.3
2026-08-12T10:07:11Z,2223,9839,30,850,47752,47754,3.66,1.4
2026-08-12T10:07:21Z,2233,9839,0,850,28182,47754,4.37,1.7
2026-08-12T10:07:32Z,2243,9839,33,850,34868,47754,6.14,7.9
2026-08-12T10:07:42Z,2254,9839,39,850,34868,47754,5.35,1.1
2026-08-12T10:07:52Z,2264,9839,39,850,34868,47754,4.68,1.3
2026-08-12T10:08:02Z,2274,9839,38,850,34869,47754,4.11,1.2
2026-08-12T10:08:13Z,2284,9839,28,850,34869,47754,3.71,1.3
2026-08-12T10:08:24Z,2295,9839,35,850,34870,47754,3.29,1.3
2026-08-12T10:08:34Z,2306,9839,38,850,34870,47754,2.94,1.1
2026-08-12T10:08:44Z,2316,9839,31,850,34871,47754,2.64,1.3
2026-08-12T10:08:54Z,2326,9839,30,850,27450,47754,4.87,11.7
2026-08-12T10:09:04Z,2336,9839,30,850,27451,47754,9.04,25.6
2026-08-12T10:09:15Z,2346,9839,31,850,27453,47754,12.57,25.5
2026-08-12T10:09:25Z,2357,9839,30,850,27454,47754,15.56,23.3
2026-08-12T10:09:35Z,2367,9839,30,850,27457,47754,18.09,25.7
2026-08-12T10:09:45Z,2377,9839,26,850,27456,47754,15.46,25.6
2026-08-12T10:09:56Z,2387,9839,30,850,27457,47754,18.00,25.4
2026-08-12T10:10:06Z,2398,9839,32,850,27459,47754,20.16,23.4
2026-08-12T10:10:16Z,2408,9839,25,850,27458,47754,19.69,25.6
2026-08-12T10:10:26Z,2418,9839,32,850,27458,47754,21.35,25.5
2026-08-12T10:10:36Z,2428,9839,31,850,27458,47754,20.50,25.6
2026-08-12T10:10:47Z,2438,9839,26,850,27459,47754,19.86,25.6
2026-08-12T10:10:57Z,2449,9839,30,850,27460,47754,19.24,23.4
2026-08-12T10:11:07Z,2459,9839,32,850,27460,47754,21.21,25.7
2026-08-12T10:11:17Z,2469,9839,25,850,27460,47754,18.92,25.5
2026-08-12T10:11:27Z,2479,9839,32,850,27460,47754,21.90,25.8
2026-08-12T10:11:38Z,2490,9839,31,850,27461,47754,21.17,23.4
2026-08-12T10:11:48Z,2500,9839,2,850,27461,47754,18.07,18.0
2026-08-12T10:11:58Z,2510,9839,2,850,27461,47754,17.93,6.3
2026-08-12T10:12:08Z,2520,9839,2,850,27461,47754,15.32,6.2
2026-08-12T10:12:19Z,2530,9839,2,850,27461,47754,13.12,6.3
2026-08-12T10:12:29Z,2541,9839,2,850,27461,47754,11.26,5.9
2026-08-12T10:12:39Z,2551,9839,2,850,27461,47754,9.68,6.5
2026-08-12T10:12:49Z,2561,9839,2,850,27461,47754,9.30,6.5
2026-08-12T10:13:00Z,2571,9839,37,850,27611,47754,8.03,6.5
2026-08-12T10:13:10Z,2582,9839,38,850,27611,47754,6.95,0.9
2026-08-12T10:13:20Z,2592,9839,37,850,28308,47754,6.03,4.3
2026-08-12T10:13:30Z,2602,9839,42,850,45195,47754,7.61,10.7
2026-08-12T10:13:40Z,2612,9839,34,850,50554,50554,9.18,4.1
2026-08-12T10:13:51Z,2622,9839,34,850,50554,50554,7.92,1.2
2026-08-12T10:14:01Z,2633,9839,35,850,50554,50556,6.85,1.2
2026-08-12T10:14:11Z,2643,9839,38,850,50554,50556,5.95,1.4
2026-08-12T10:14:21Z,2653,9839,32,850,50554,50556,5.19,1.4
2026-08-12T10:14:32Z,2663,9839,43,850,50554,50556,4.55,1.2
2026-08-12T10:14:42Z,2674,9839,34,850,50554,50556,4.00,1.2
2026-08-12T10:14:52Z,2684,9839,28,850,50554,50556,3.54,1.4
2026-08-12T10:15:02Z,2694,9839,36,850,50554,50556,3.15,1.2
2026-08-12T10:15:12Z,2704,9839,35,850,50554,50556,2.75,1.3
2026-08-12T10:15:23Z,2715,9839,34,850,50554,50556,2.48,1.3
2026-08-12T10:15:33Z,2725,9839,41,850,50554,50556,2.25,1.2
2026-08-12T10:15:43Z,2735,9839,27,850,50554,50556,2.22,1.3
2026-08-12T10:15:53Z,2745,9839,25,850,50554,50556,2.03,1.4
2026-08-12T10:16:04Z,2755,9839,31,850,50554,50556,4.36,1.4
2026-08-12T10:16:14Z,2766,9839,51,850,50554,50556,3.84,1.1
2026-08-12T10:16:24Z,2776,9839,34,850,50554,50556,3.40,1.3
2026-08-12T10:16:34Z,2786,9839,41,850,31047,50556,2.95,4.0
2026-08-12T10:16:45Z,2796,9839,39,850,36579,50556,2.73,5.6
2026-08-12T10:16:55Z,2807,9839,41,850,36579,50556,2.46,1.1
2026-08-12T10:17:05Z,2817,9839,38,850,36580,50556,2.23,1.3
2026-08-12T10:17:15Z,2827,9839,44,850,36581,50556,2.04,1.3
2026-08-12T10:17:25Z,2837,9839,32,850,36582,50556,1.88,1.2
2026-08-12T10:17:36Z,2847,9839,35,850,36583,50556,1.75,1.3
2026-08-12T10:17:46Z,2858,9839,38,850,36584,50556,1.63,1.1
2026-08-12T10:17:56Z,2868,9839,40,850,36585,50556,1.53,1.3
2026-08-12T10:18:06Z,2878,9839,30,850,27054,50556,3.93,13.3
2026-08-12T10:18:17Z,2888,9839,30,850,27055,50556,5.97,25.4
2026-08-12T10:18:27Z,2899,9839,32,850,27057,50556,7.68,23.2
2026-08-12T10:18:37Z,2909,9839,30,850,27058,50556,9.14,25.5
2026-08-12T10:18:47Z,2919,9839,30,850,27058,50556,12.65,25.6
2026-08-12T10:18:57Z,2929,9839,30,850,27059,50556,15.66,25.7
2026-08-12T10:19:08Z,2940,9839,31,850,27059,50556,18.18,23.4
2026-08-12T10:19:18Z,2950,9839,31,850,27060,50556,20.30,25.8
2026-08-12T10:19:28Z,2960,9839,30,850,27061,50556,22.10,25.8
2026-08-12T10:19:38Z,2970,9839,32,850,27062,50556,20.26,25.8
2026-08-12T10:19:49Z,2980,9839,31,850,27062,50556,19.51,25.6
2026-08-12T10:19:59Z,2991,9839,32,850,27062,50556,18.94,23.2
2026-08-12T10:20:09Z,3001,9839,32,850,27064,50556,20.95,25.7
2026-08-12T10:20:19Z,3011,9839,33,850,27062,50556,22.65,25.6
2026-08-12T10:20:30Z,3021,9839,30,850,27062,50556,21.80,25.8
2026-08-12T10:20:40Z,3032,9839,31,850,27062,50556,23.37,23.3
2026-08-12T10:20:50Z,3042,9839,27,850,27062,50556,24.70,25.6
2026-08-12T10:21:00Z,3052,9839,2,850,27062,50556,23.34,16.6
2026-08-12T10:21:10Z,3062,9839,2,850,27062,50556,19.90,6.2
2026-08-12T10:21:21Z,3072,9839,2,850,27062,50556,17.00,6.2
2026-08-12T10:21:31Z,3083,9839,2,850,27062,50556,15.50,5.7
2026-08-12T10:21:41Z,3093,9839,2,850,27062,50556,15.83,6.5
2026-08-12T10:21:51Z,3103,9839,2,850,27062,50556,13.55,6.5
2026-08-12T10:22:02Z,3113,9839,2,850,27062,50556,13.90,6.5
2026-08-12T10:22:12Z,3124,9839,37,850,27061,50556,14.40,5.6
2026-08-12T10:22:22Z,3134,9839,38,850,27061,50556,12.34,1.0
2026-08-12T10:22:32Z,3144,9839,41,850,28578,50556,10.60,5.5
2026-08-12T10:22:42Z,3154,9839,39,850,44869,50556,11.41,9.7
2026-08-12T10:22:53Z,3164,9839,39,850,50928,50928,9.17,4.3
2026-08-12T10:23:03Z,3175,9839,41,850,50928,50930,7.91,1.1
2026-08-12T10:23:13Z,3185,9839,37,850,50928,50930,6.85,1.3
2026-08-12T10:23:23Z,3195,9839,38,850,50928,50930,5.95,1.4
2026-08-12T10:23:34Z,3205,9839,38,850,50928,50930,5.19,1.2
2026-08-12T10:23:44Z,3216,9839,36,850,50928,50930,4.76,1.2
2026-08-12T10:23:54Z,3226,9839,39,850,50928,50930,4.18,1.4
2026-08-12T10:24:04Z,3236,9839,33,850,50928,50930,3.69,1.4
2026-08-12T10:24:14Z,3246,9839,36,850,50928,50930,3.28,1.2
2026-08-12T10:24:25Z,3256,9839,34,850,50928,50930,2.93,1.3
2026-08-12T10:24:35Z,3267,9839,35,850,50928,50930,2.63,1.3
2026-08-12T10:24:45Z,3277,9839,37,850,50928,50930,2.62,1.2
2026-08-12T10:24:55Z,3287,9839,39,850,50928,50930,2.37,1.3
2026-08-12T10:25:06Z,3297,9839,44,850,50928,50930,2.16,1.4
2026-08-12T10:25:16Z,3308,9839,36,850,50928,50930,1.98,1.1
2026-08-12T10:25:26Z,3318,9839,37,850,50928,50930,1.83,1.3
2026-08-12T10:25:36Z,3328,9839,39,850,50928,50930,1.70,1.4
2026-08-12T10:25:46Z,3338,9839,0,850,27645,50930,2.15,1.8
2026-08-12T10:25:57Z,3348,9839,26,850,34212,50930,1.90,7.7
2026-08-12T10:26:07Z,3359,9839,33,850,34212,50930,1.76,1.1
2026-08-12T10:26:17Z,3369,9839,38,850,34212,50930,1.64,1.3
2026-08-12T10:26:27Z,3379,9839,40,850,34213,50930,1.55,1.2
2026-08-12T10:26:38Z,3389,9839,39,850,34213,50930,1.50,1.3
2026-08-12T10:26:48Z,3400,9839,37,850,34213,50930,1.43,1.1
2026-08-12T10:26:58Z,3410,9839,38,850,34213,50930,1.36,1.3
2026-08-12T10:27:08Z,3420,9839,31,850,34213,50930,1.38,1.2
2026-08-12T10:27:19Z,3430,9839,31,850,27912,50930,3.81,5.9
2026-08-12T10:27:29Z,3441,9839,31,850,27912,50930,8.14,22.9
2026-08-12T10:27:39Z,3451,9839,30,850,27912,50930,11.81,25.5
2026-08-12T10:27:49Z,3461,9839,31,850,27912,50930,12.43,25.5
2026-08-12T10:27:59Z,3471,9839,32,850,27915,50930,13.16,25.5
2026-08-12T10:28:10Z,3481,9839,30,850,27914,50930,16.06,25.5
2026-08-12T10:28:20Z,3492,9839,30,850,27915,50930,18.51,23.2
2026-08-12T10:28:30Z,3502,9839,32,850,27916,50930,18.30,25.6
2026-08-12T10:28:40Z,3512,9839,31,850,27917,50930,18.12,25.4
2026-08-12T10:28:51Z,3522,9839,32,850,27918,50930,17.97,25.7
2026-08-12T10:29:01Z,3533,9839,32,850,27920,50930,17.84,23.3
2026-08-12T10:29:11Z,3543,9839,30,850,27921,50930,17.54,25.6
2026-08-12T10:29:21Z,3553,9839,31,850,27919,50930,19.76,25.6
2026-08-12T10:29:31Z,3563,9839,30,850,27922,50930,21.64,25.6
2026-08-12T10:29:42Z,3573,9839,30,850,27922,50930,20.75,25.5
2026-08-12T10:29:52Z,3584,9839,30,850,27921,50930,22.48,23.2
2026-08-12T10:30:02Z,3594,9839,28,850,27921,50930,23.95,25.6
2026-08-12T10:30:12Z,3604,9839,2,850,26816,50930,22.70,23.9
2026-08-12T10:30:23Z,3614,9839,2,850,26816,50930,20.18,6.2
2026-08-12T10:30:33Z,3625,9839,2,850,26816,50930,20.11,5.7
2026-08-12T10:30:43Z,3635,9839,2,850,26816,50930,18.13,6.3
2026-08-12T10:30:53Z,3645,9839,2,850,26816,50930,17.78,6.3
